#index, Paramètre P, Amplitude
25090,168,103
25091,160,43
25092,200,53
25093,164,93
25094,155,22
25095,169,21
25096,181,90
25097,194,45
25098,73,8
25099,149,38
25100,180,27
25101,193,90
25102,191,42
25103,190,25
25104,135,19
25105,176,14
25106,147,27
25107,53,11
25108,172,25
25109,166,99
25110,193,83
25111,170,17
25112,182,43
25113,161,40
25114,55,9
25115,194,15
25116,156,110
25117,165,130
25118,157,50
25119,155,20
25120,178,92
25121,28,7
25122,162,25
25123,65,14
25124,177,36
25125,48,8
25126,145,26
25127,162,105
25128,83,7
25129,168,112
25130,196,57
25131,165,91
25132,88,8
25133,44,8
25134,162,88
25135,182,27
25136,192,59
25137,191,31
25138,150,59
25139,166,90
25140,175,104
25141,75,8
25142,201,70
25143,201,88
25144,190,71
25145,139,19
25146,166,95
25147,161,28
25148,260,9
25149,195,22
25150,191,20
25151,162,111
25152,190,73
25153,155,58
25154,83,9
25155,161,40
25156,188,134
25157,188,72
25158,172,108
25159,167,16
25160,81,8
25161,190,86
25162,166,60
25163,195,27
25164,171,19
25165,198,31
25166,163,109
25167,179,17
25168,116,12
25169,156,84
25170,194,11
25171,196,48
25172,160,98
25173,163,20
25174,186,35
25175,160,123
25176,151,105
25177,198,46
25178,156,67
25179,165,26
25180,123,19
25181,55,13
25182,186,75
25183,158,101
25184,160,106
25185,176,31
25186,168,15
25187,162,87
25188,191,57
25189,155,40
25190,166,110
25191,168,30
25192,145,62
25193,163,93
25194,180,22
25195,192,35
25196,157,36
25197,159,30
25198,184,17
25199,204,28
25200,187,39
25201,164,64
25202,152,20
25203,163,60
25204,155,101
25205,186,42
25206,184,22
25207,193,49
25208,166,19
25209,92,8
25210,186,72
25211,151,40
25212,156,36
25213,189,32
25214,52,10
25215,161,15
25216,159,99
25217,189,9
25218,152,28
25219,157,105
25220,142,17
25221,154,23
25222,198,63
25223,197,10
25224,159,53
25225,170,56
25226,180,78
25227,166,209
25228,198,42
25229,170,55
25230,150,17
25231,187,39
25232,49,7
25233,190,72
25234,165,37
25235,182,83
25236,195,91
25237,181,45
25238,156,44
25239,164,33
25240,167,116
25241,151,16
25242,178,14
25243,166,74
25244,155,53
25245,169,106
25246,194,41
25247,155,34
25248,171,33
25249,157,69
25250,162,42
25251,157,24
25252,57,41
25253,190,75
25254,161,40
25255,150,93
25256,165,10
25257,157,44
25258,204,19
25259,161,99
25260,154,95
25261,158,95
25262,184,73
25263,162,109
25264,162,131
25265,160,104
25266,163,105
25267,195,27
25268,187,45
25269,190,67
25270,167,28
25271,187,148
25272,193,67
25273,178,91
25274,165,110
25275,158,112
25276,160,60
25277,165,27
25278,168,119
25279,146,33
25280,199,10
25281,157,26
25282,188,36
25283,176,23
25284,177,16
25285,148,61
25286,162,119
25287,99,9
25288,143,22
25289,209,25
25290,185,15
25291,192,71
25292,157,50
25293,71,8
25294,158,9
25295,193,37
25296,156,87
25297,156,16
25298,70,8
25299,173,56
25300,178,103
25301,194,27
25302,168,67
25303,204,30
25304,164,104
25305,123,11
25306,161,25
25307,185,84
25308,161,104
25309,163,117
25310,166,49
25311,171,76
25312,151,61
25313,194,26
25314,154,70
25315,49,9
25316,189,34
25317,234,9
25318,160,59
25319,182,77
25320,197,89
25321,173,10
25322,154,38
25323,184,72
25324,168,84
25325,164,37
25326,153,18
25327,159,104
25328,188,22
25329,193,32
25330,187,40
25331,144,35
25332,161,70
25333,197,66
25334,157,54
25335,168,60
25336,155,81
25337,165,107
25338,144,20
25339,158,123
25340,177,17
25341,189,67
25342,163,13
25343,157,89
25344,169,62
25345,48,7
25346,173,39
25347,187,62
25348,144,23
25349,159,50
25350,165,88
25351,204,10
25352,156,56
25353,195,42
25354,128,17
25355,144,48
25356,173,60
25357,178,22
25358,193,42
25359,177,28
25360,183,32
25361,189,9
25362,121,9
25363,149,38
25364,203,29
25365,186,21
25366,177,21
25367,162,59
25368,175,93
25369,171,30
25370,185,26
25371,190,70
25372,158,108
25373,165,127
25374,199,46
25375,197,38
25376,192,34
25377,154,33
25378,163,34
25379,170,99
25380,135,10
25381,164,118
25382,163,42
25383,189,72
25384,110,97
25385,161,75
25386,186,34
25387,154,42
25388,209,26
25389,196,78
25390,156,45
25391,168,66
25392,200,66
25393,185,64
25394,182,9
25395,173,9
25396,156,88
25397,147,8
25398,158,46
25399,44,7
25400,187,15
25401,192,53
25402,169,19
25403,138,36
25404,158,114
25405,177,98
25406,183,80
25407,153,51
25408,151,12
25409,171,54
25410,185,16
25411,33,7
25412,177,48
25413,159,114
25414,167,136
25415,191,12
25416,174,29
25417,163,117
25418,163,64
25419,168,20
25420,163,93
25421,177,85
25422,165,104
25423,163,98
25424,196,73
25425,169,147
25426,196,48
25427,67,8
25428,158,100
25429,135,14
25430,159,66
25431,153,88
25432,188,54
25433,188,36
25434,188,56
25435,185,24
25436,189,26
25437,176,10
25438,169,33
25439,175,13
25440,167,86
25441,179,32
25442,147,26
25443,189,42
25444,183,76
25445,177,89
25446,187,61
25447,188,32
25448,10,8
25449,154,81
25450,159,98
25451,188,56
25452,194,45
25453,163,147
25454,199,13
25455,169,30
25456,184,81
25457,166,13
25458,191,71
25459,172,28
25460,162,44
25461,159,49
25462,193,48
25463,181,73
25464,166,69
25465,195,70
25466,211,18
25467,90,8
25468,150,128
25469,159,41
25470,62,8
25471,174,44
25472,151,43
25473,183,75
25474,193,100
25475,195,41
25476,152,49
25477,179,20
25478,192,31
25479,164,60
25480,162,51
25481,161,38
25482,194,77
25483,157,28
25484,171,11
25485,153,37
25486,153,107
25487,179,68
25488,165,105
25489,156,98
25490,162,95
25491,148,10
25492,195,27
25493,154,23
25494,156,64
25495,187,79
25496,157,16
25497,127,8
25498,86,9
25499,164,106
25500,187,85
25501,191,34
25502,159,47
25503,159,105
25504,190,34
25505,151,71
25506,181,83
25507,79,9
25508,174,21
25509,160,117
25510,162,139
25511,163,58
25512,175,61
25513,182,33
25514,157,50
25515,164,118
25516,155,104
25517,180,44
25518,180,20
25519,168,37
25520,169,13
25521,165,39
25522,165,58
25523,150,37
25524,189,53
25525,163,66
25526,181,81
25527,166,47
25528,183,72
25529,172,119
25530,196,12
25531,189,30
25532,153,106
25533,147,89
25534,155,54
25535,173,27
25536,185,52
25537,155,95
25538,154,89
25539,167,55
25540,196,73
25541,186,10
25542,200,53
25543,165,17
25544,161,118
25545,156,109
25546,148,9
25547,161,91
25548,161,109
25549,163,22
25550,168,28
25551,161,117
25552,158,112
25553,160,44
25554,191,19
25555,196,72
25556,186,82
25557,165,122
25558,173,23
25559,160,86
25560,169,34
25561,150,34
25562,183,62
25563,176,55
25564,164,19
25565,156,75
25566,169,62
25567,144,74
25568,144,8
25569,168,68
25570,149,42
25571,44,9
25572,196,15
25573,157,54
25574,200,9
25575,163,108
25576,159,77
25577,162,92
25578,169,38
25579,73,8
25580,192,13
25581,158,43
25582,197,71
25583,163,97
25584,168,109
25585,196,35
25586,194,72
25587,179,76
25588,187,72
25589,160,99
25590,176,86
25591,161,30
25592,156,64
25593,188,15
25594,177,35
25595,167,109
25596,203,18
25597,64,7
25598,190,87
25599,162,67
25600,162,112
25601,172,97
25602,43,8
25603,183,77
25604,156,51
25605,147,19
25606,166,107
25607,159,101
25608,77,15
25609,197,17
25610,169,102
25611,211,25
25612,156,37
25613,184,94
25614,190,48
25615,187,42
25616,157,111
25617,191,73
25618,148,16
25619,150,159
25620,150,40
25621,160,49
25622,155,59
25623,163,103
25624,158,93
25625,165,40
25626,184,50
25627,165,118
25628,53,9
25629,160,56
25630,161,212
25631,238,10
25632,178,81
25633,162,96
25634,150,9
25635,155,27
25636,151,12
25637,166,107
25638,165,105
25639,187,31
25640,160,68
25641,50,7
25642,68,8
25643,151,41
25644,139,16
25645,161,54
25646,171,95
25647,159,26
25648,173,109
25649,160,33
25650,164,81
25651,163,90
25652,203,22
25653,159,24
25654,169,37
25655,70,8
25656,197,25
25657,188,48
25658,158,50
25659,172,85
25660,151,85
25661,182,33
25662,159,96
25663,162,41
25664,150,47
25665,202,24
25666,187,48
25667,164,52
25668,185,87
25669,165,106
25670,147,11
25671,160,96
25672,152,27
25673,174,20
25674,159,110
25675,158,90
25676,186,85
25677,168,77
25678,184,23
25679,197,35
25680,159,115
25681,192,65
25682,181,39
25683,170,63
25684,167,53
25685,183,85
25686,183,27
25687,152,117
25688,108,14
25689,180,42
25690,99,8
25691,165,20
25692,166,107
25693,186,36
25694,176,24
25695,198,50
25696,175,70
25697,185,18
25698,167,118
25699,167,120
25700,202,20
25701,190,33
25702,181,116
25703,106,9
25704,171,83
25705,135,14
25706,164,42
25707,161,117
25708,188,78
25709,197,47
25710,191,151
25711,185,33
25712,155,98
25713,190,54
25714,166,46
25715,166,107
25716,167,25
25717,149,97
25718,196,53
25719,183,47
25720,178,38
25721,145,8
25722,166,115
25723,162,103
25724,166,97
25725,188,79
25726,182,71
25727,179,24
25728,178,208
25729,173,45
25730,158,36
25731,155,130
25732,166,94
25733,144,31
25734,69,9
25735,163,117
25736,155,86
25737,159,97
25738,164,115
25739,169,42
25740,188,80
25741,202,41
25742,181,36
25743,169,34
25744,190,24
25745,158,76
25746,26,7
25747,190,32
25748,179,84
25749,190,32
25750,180,79
25751,145,23
25752,185,17
25753,157,123
25754,151,48
25755,164,65
25756,174,68
25757,155,113
25758,164,39
25759,195,56
25760,164,40
25761,175,16
25762,156,43
25763,149,75
25764,168,76
25765,155,88
25766,165,114
25767,198,48
25768,189,71
25769,166,118
25770,199,48
25771,152,66
25772,183,84
25773,159,101
25774,184,75
25775,179,56
25776,174,27
25777,179,39
25778,214,17
25779,165,85
25780,199,72
25781,140,27
25782,169,101
25783,161,119
25784,180,81
25785,162,108
25786,191,37
25787,201,74
25788,161,44
25789,185,69
25790,155,110
25791,153,54
25792,179,15
25793,173,82
25794,189,40
25795,192,79
25796,155,8
25797,198,12
25798,198,40
25799,166,97
25800,155,61
25801,174,26
25802,162,97
25803,93,8
25804,164,51
25805,148,23
25806,204,39
25807,186,43
25808,118,211
25809,149,75
25810,162,58
25811,145,46
25812,188,44
25813,171,30
25814,189,83
25815,196,72
25816,159,54
25817,157,62
25818,161,78
25819,185,131
25820,166,70
25821,177,18
25822,189,18
25823,155,112
25824,159,114
25825,162,120
25826,170,24
25827,168,105
25828,163,90
25829,149,41
25830,165,29
25831,175,26
25832,168,90
25833,179,25
25834,203,18
25835,184,14
25836,182,19
25837,191,72
25838,154,30
25839,188,79
25840,197,23
25841,175,20
25842,202,48
25843,182,76
25844,166,15
25845,189,127
25846,160,69
25847,133,22
25848,157,29
25849,141,37
25850,195,83
25851,165,101
25852,198,78
25853,156,103
25854,188,19
25855,159,53
25856,184,33
25857,181,73
25858,182,72
25859,171,42
25860,197,18
25861,156,101
25862,96,10
25863,177,8
25864,196,79
25865,151,41
25866,150,47
25867,162,35
25868,162,43
25869,190,49
25870,177,43
25871,185,76
25872,186,40
25873,174,40
25874,169,22
25875,162,106
25876,182,9
25877,166,93
25878,174,15
25879,193,78
25880,161,20
25881,154,40
25882,169,116
25883,180,49
25884,166,107
25885,193,51
25886,163,52
25887,181,91
25888,163,40
25889,145,38
25890,99,8
25891,133,11
25892,160,38
25893,155,31
25894,190,44
25895,141,129
25896,142,27
25897,187,24
25898,89,9
25899,90,10
25900,182,23
25901,195,88
25902,153,28
25903,235,9
25904,159,91
25905,148,54
25906,158,104
25907,159,12
25908,183,15
25909,185,32
25910,193,28
25911,194,29
25912,156,27
25913,165,12
25914,167,48
25915,151,94
25916,178,77
25917,188,44
25918,145,72
25919,165,116
25920,63,11
25921,189,64
25922,165,39
25923,70,8
25924,169,112
25925,199,53
25926,187,11
25927,153,10
25928,184,64
25929,188,45
25930,200,70
25931,183,52
25932,191,40
25933,183,32
25934,156,18
25935,170,28
25936,168,101
25937,196,79
25938,187,96
25939,158,12
25940,152,107
25941,167,115
25942,166,24
25943,142,33
25944,60,140
25945,162,105
25946,154,39
25947,185,17
25948,166,102
25949,161,64
25950,169,70
25951,166,87
25952,164,58
25953,186,23
25954,156,16
25955,158,107
25956,141,29
25957,185,44
25958,180,51
25959,163,111
25960,193,9
25961,166,112
25962,180,99
25963,192,17
25964,150,122
25965,160,114
25966,168,45
25967,183,18
25968,167,95
25969,153,45
25970,190,91
25971,162,102
25972,157,67
25973,162,30
25974,194,34
25975,178,37
25976,188,16
25977,164,106
25978,192,33
25979,203,32
25980,161,47
25981,161,101
25982,163,48
25983,183,11
25984,185,10
25985,167,95
25986,156,19
25987,183,71
25988,170,58
25989,169,114
25990,193,66
25991,168,63
25992,189,72
25993,164,52
25994,170,9
25995,188,28
25996,171,25
25997,163,104
25998,190,10
25999,195,31
26000,165,96
26001,181,23
26002,163,56
26003,159,83
26004,151,37
26005,179,9
26006,155,39
26007,153,28
26008,42,12
26009,177,32
26010,54,11
26011,154,103
26012,164,107
26013,171,44
26014,164,57
26015,148,8
26016,158,123
26017,184,72
26018,157,16
26019,171,65
26020,171,59
26021,183,64
26022,166,97
26023,190,77
26024,159,34
26025,175,33
26026,194,38
26027,135,23
26028,172,100
26029,165,78
26030,175,20
26031,193,47
26032,185,10
26033,157,55
26034,157,88
26035,185,67
26036,173,60
26037,163,42
26038,197,23
26039,164,101
26040,192,79
26041,163,43
26042,156,56
26043,190,31
26044,156,42
26045,151,51
26046,163,30
26047,115,220
26048,167,32
26049,165,14
26050,192,72
26051,167,39
26052,165,39
26053,69,9
26054,171,87
26055,161,49
26056,198,79
26057,182,70
26058,203,10
26059,186,40
26060,191,52
26061,175,83
26062,166,34
26063,165,159
26064,199,74
26065,166,121
26066,162,112
26067,179,37
26068,162,40
26069,160,54
26070,105,14
26071,160,107
26072,194,53
26073,138,24
26074,183,20
26075,197,52
26076,164,32
26077,179,23
26078,195,45
26079,164,91
26080,178,8
26081,160,31
26082,202,29
26083,164,126
26084,162,44
26085,166,110
26086,43,11
26087,147,102
26088,157,68
26089,70,13
26090,179,42
26091,166,58
26092,164,40
26093,159,48
26094,193,40
26095,163,13
26096,144,12
26097,163,37
26098,162,51
26099,172,192
26100,164,157
26101,154,29
26102,165,86
26103,196,21
26104,162,30
26105,181,73
26106,159,17
26107,186,19
26108,166,10
26109,182,22
26110,191,27
26111,185,40
26112,178,56
26113,167,19
26114,193,118
26115,187,14
26116,199,35
26117,174,59
26118,162,111
26119,195,64
26120,157,35
26121,156,33
26122,165,34
26123,202,84
26124,58,8
26125,152,44
26126,171,33
26127,159,120
26128,208,17
26129,162,25
26130,190,82
26131,175,44
26132,142,14
26133,167,18
26134,174,35
26135,158,89
26136,183,24
26137,162,45
26138,75,7
26139,148,68
26140,154,119
26141,196,16
26142,164,39
26143,149,52
26144,197,41
26145,145,22
26146,164,86
26147,170,9
26148,164,108
26149,65,9
26150,153,55
26151,158,72
26152,194,19
26153,192,26
26154,241,10
26155,191,54
26156,191,63
26157,189,151
26158,168,99
26159,182,40
26160,195,47
26161,169,62
26162,174,16
26163,190,75
26164,150,55
26165,44,7
26166,160,71
26167,193,86
26168,194,13
26169,155,57
26170,178,16
26171,186,81
26172,148,18
26173,160,103
26174,193,76
26175,165,108
26176,174,17
26177,194,20
26178,184,31
26179,175,39
26180,178,25
26181,161,55
26182,160,44
26183,182,60
26184,160,53
26185,195,20
26186,193,78
26187,180,54
26188,160,107
26189,189,13
26190,201,24
26191,192,69
26192,131,11
26193,191,10
26194,163,58
26195,153,76
26196,125,8
26197,160,102
26198,159,65
26199,165,84
26200,184,23
26201,194,72
26202,186,34
26203,163,102
26204,157,28
26205,159,144
26206,186,76
26207,157,80
26208,180,83
26209,192,18
26210,184,8
26211,195,30
26212,156,58
26213,162,38
26214,172,83
26215,207,34
26216,161,41
26217,152,19
26218,179,75
26219,164,17
26220,182,15
26221,153,55
26222,183,14
26223,161,106
26224,153,12
26225,178,84
26226,166,105
26227,157,19
26228,191,64
26229,161,35
26230,195,81
26231,159,114
26232,159,10
26233,150,70
26234,206,31
26235,141,9
26236,185,33
26237,197,47
26238,156,19
26239,197,21
26240,170,118
26241,168,63
26242,194,65
26243,180,78
26244,153,52
26245,152,123
26246,160,21
26247,161,46
26248,161,47
26249,192,73
26250,154,40
26251,169,35
26252,154,38
26253,168,54
26254,184,9
26255,199,26
26256,165,38
26257,172,13
26258,139,43
26259,172,104
26260,164,114
26261,159,117
26262,145,41
26263,169,24
26264,184,24
26265,160,48
26266,184,18
26267,111,8
26268,161,42
26269,172,98
26270,198,32
26271,182,84
26272,186,44
26273,190,56
26274,153,62
26275,164,26
26276,189,22
26277,159,29
26278,156,35
26279,165,99
26280,162,117
26281,164,29
26282,168,31
26283,190,68
26284,167,10
26285,166,29
26286,74,11
26287,186,14
26288,188,38
26289,158,112
26290,189,30
26291,170,82
26292,196,28
26293,163,27
26294,158,71
26295,174,48
26296,175,24
26297,189,33
26298,169,57
26299,150,38
26300,199,38
26301,157,64
26302,186,72
26303,189,54
26304,191,84
26305,138,9
26306,157,103
26307,156,81
26308,185,84
26309,129,12
26310,164,50
26311,165,58
26312,196,77
26313,197,34
26314,164,56
26315,158,125
26316,191,33
26317,169,36
26318,163,96
26319,166,103
26320,181,45
26321,171,101
26322,193,55
26323,183,73
26324,185,78
26325,165,103
26326,158,40
26327,156,26
26328,161,52
26329,171,36
26330,128,11
26331,160,94
26332,191,78
26333,167,23
26334,185,45
26335,195,73
26336,178,38
26337,169,116
26338,175,82
26339,160,42
26340,155,82
26341,175,18
26342,158,111
26343,169,42
26344,165,161
26345,154,40
26346,187,39
26347,196,56
26348,166,102
26349,201,22
26350,150,42
26351,161,49
26352,175,19
26353,160,25
26354,155,106
26355,154,9
26356,206,24
26357,157,132
26358,170,109
26359,163,110
26360,152,8
26361,172,18
26362,155,100
26363,184,31
26364,181,33
26365,191,69
26366,167,103
26367,190,59
26368,166,97
26369,158,110
26370,166,12
26371,187,51
26372,169,20
26373,173,24
26374,164,42
26375,171,37
26376,167,16
26377,23,7
26378,164,77
26379,152,15
26380,159,19
26381,159,114
26382,194,26
26383,157,61
26384,194,59
26385,196,70
26386,197,63
26387,186,30
26388,26,187
26389,190,79
26390,171,125
26391,185,27
26392,159,69
26393,189,52
26394,175,36
26395,155,40
26396,163,18
26397,165,58
26398,168,25
26399,155,59
26400,187,50
26401,159,26
26402,159,46
26403,199,79
26404,54,12
26405,174,100
26406,164,101
26407,195,24
26408,166,111
26409,152,47
26410,178,35
26411,69,8
26412,193,109
26413,185,89
26414,193,64
26415,44,8
26416,180,63
26417,188,46
26418,96,8
26419,175,41
26420,156,110
26421,170,49
26422,162,103
26423,196,35
26424,189,34
26425,152,55
26426,146,35
26427,176,35
26428,173,137
26429,164,117
26430,157,19
26431,158,67
26432,161,58
26433,165,91
26434,179,73
26435,158,47
26436,159,100
26437,151,21
26438,134,11
26439,164,81
26440,97,10
26441,144,26
26442,198,50
26443,189,33
26444,169,98
26445,158,45
26446,163,67
26447,180,84
26448,164,119
26449,164,100
26450,191,77
26451,156,40
26452,166,90
26453,166,91
26454,170,32
26455,187,77
26456,153,21
26457,206,21
26458,196,28
26459,148,41
26460,83,10
26461,168,100
26462,167,117
26463,163,53
26464,169,56
26465,155,140
26466,174,28
26467,153,22
26468,183,9
26469,163,112
26470,200,40
26471,194,35
26472,159,49
26473,172,36
26474,202,48
26475,185,72
26476,155,34
26477,173,119
26478,170,39
26479,169,35
26480,162,56
26481,186,46
26482,132,19
26483,164,37
26484,153,48
26485,155,75
26486,166,56
26487,166,10
26488,190,55
26489,197,27
26490,185,31
26491,185,73
26492,158,31
26493,194,78
26494,153,20
26495,186,43
26496,187,60
26497,159,19
26498,178,25
26499,169,36
26500,156,51
26501,190,11
26502,80,8
26503,195,117
26504,192,9
26505,175,104
26506,174,94
26507,91,11
26508,203,21
26509,186,84
26510,180,22
26511,168,19
26512,189,62
26513,184,69
26514,177,36
26515,169,110
26516,163,118
26517,169,82
26518,155,10
26519,166,97
26520,76,38
26521,185,77
26522,158,52
26523,163,63
26524,156,104
26525,183,79
26526,137,37
26527,191,17
26528,149,38
26529,175,66
26530,165,62
26531,163,23
26532,145,69
26533,169,41
26534,160,101
26535,154,130
26536,163,125
26537,143,44
26538,169,15
26539,178,73
26540,186,29
26541,190,40
26542,162,70
26543,168,114
26544,187,73
26545,170,60
26546,166,35
26547,70,9
26548,157,107
26549,181,37
26550,197,28
26551,53,11
26552,171,8
26553,88,9
26554,190,71
26555,153,56
26556,166,58
26557,193,73
26558,52,8
26559,182,92
26560,169,71
26561,159,64
26562,176,42
26563,159,109
26564,176,12
26565,155,39
26566,192,15
26567,191,41
26568,141,12
26569,126,22
26570,187,72
26571,155,18
26572,168,73
26573,163,62
26574,171,63
26575,158,127
26576,185,26
26577,182,67
26578,168,40
26579,157,107
26580,182,17
26581,188,56
26582,159,17
26583,168,33
26584,160,109
26585,162,83
26586,160,112
26587,155,40
26588,162,85
26589,195,36
26590,173,12
26591,198,15
26592,62,11
26593,161,104
26594,69,11
26595,174,105
26596,161,19
26597,196,86
26598,155,27
26599,174,24
26600,155,21
26601,190,69
26602,157,122
26603,180,91
26604,165,102
26605,167,91
26606,155,7
26607,168,41
26608,190,35
26609,163,121
26610,157,31
26611,182,54
26612,181,27
26613,171,47
26614,184,74
26615,130,12
26616,161,112
26617,169,108
26618,161,34
26619,163,61
26620,185,85
26621,164,41
26622,164,114
26623,154,89
26624,194,18
26625,163,11
26626,43,9
26627,187,21
26628,162,49
26629,194,86
26630,161,86
26631,183,15
26632,163,69
26633,155,47
26634,191,87
26635,34,8
26636,203,31
26637,182,53
26638,151,91
26639,181,77
26640,105,30
26641,138,22
26642,160,114
26643,189,34
26644,168,111
26645,189,82
26646,165,99
26647,135,13
26648,171,56
26649,168,13
26650,161,87
26651,143,40
26652,177,39
26653,151,222
26654,191,79
26655,204,20
26656,168,30
26657,161,110
26658,163,105
26659,167,34
26660,165,42
26661,139,17
26662,196,26
26663,194,30
26664,184,36
26665,162,53
26666,184,25
26667,165,46
26668,160,55
26669,181,13
26670,157,110
26671,200,78
26672,199,37
26673,187,32
26674,164,17
26675,169,62
26676,187,31
26677,163,112
26678,161,17
26679,159,114
26680,161,93
26681,154,36
26682,172,42
26683,159,57
26684,148,31
26685,157,42
26686,188,33
26687,99,8
26688,160,28
26689,164,105
26690,143,17
26691,182,44
26692,171,10
26693,190,9
26694,34,10
26695,165,122
26696,163,112
26697,168,82
26698,161,94
26699,164,36
26700,171,109
26701,152,8
26702,142,27
26703,190,18
26704,185,71
26705,170,56
26706,167,10
26707,201,19
26708,160,41
26709,169,108
26710,140,19
26711,153,39
26712,181,10
26713,152,50
26714,193,33
26715,191,41
26716,177,41
26717,167,51
26718,199,18
26719,166,115
26720,151,17
26721,195,84
26722,168,28
26723,155,30
26724,187,26
26725,162,24
26726,178,46
26727,168,81
26728,150,47
26729,162,28
26730,182,28
26731,155,45
26732,161,97
26733,187,11
26734,149,113
26735,147,30
26736,159,134
26737,156,84
26738,205,31
26739,150,18
26740,170,22
26741,174,13
26742,157,25
26743,162,116
26744,169,102
26745,177,95
26746,192,73
26747,163,106
26748,147,35
26749,181,78
26750,76,8
26751,164,136
26752,168,109
26753,162,64
26754,185,75
26755,196,30
26756,166,86
26757,160,22
26758,195,20
26759,192,35
26760,179,15
26761,164,87
26762,162,147
26763,168,38
26764,88,9
26765,118,9
26766,192,65
26767,160,15
26768,156,117
26769,199,31
26770,84,10
26771,155,98
26772,167,97
26773,154,93
26774,191,61
26775,166,84
26776,194,11
26777,192,37
26778,189,65
26779,164,77
26780,189,45
26781,167,45
26782,162,147
26783,167,24
26784,157,13
26785,165,47
26786,194,57
26787,162,64
26788,164,96
26789,159,62
26790,161,61
26791,178,39
26792,175,50
26793,185,23
26794,186,78
26795,173,56
26796,16,8
26797,153,22
26798,151,55
26799,166,20
26800,157,40
26801,180,35
26802,168,98
26803,194,76
26804,174,56
26805,153,52
26806,168,31
26807,195,36
26808,166,19
26809,171,33
26810,81,12
26811,170,67
26812,113,9
26813,152,87
26814,191,43
26815,198,43
26816,141,36
26817,187,60
26818,190,50
26819,164,153
26820,174,18
26821,187,83
26822,188,12
26823,172,33
26824,158,34
26825,173,21
26826,156,11
26827,145,19
26828,157,115
26829,148,71
26830,155,51
26831,60,9
26832,155,35
26833,195,27
26834,136,20
26835,198,56
26836,159,98
26837,145,26
26838,184,17
26839,161,210
26840,187,80
26841,166,105
26842,168,103
26843,167,105
26844,158,97
26845,184,26
26846,179,24
26847,150,116
26848,185,73
26849,167,113
26850,164,131
26851,174,20
26852,168,15
26853,114,8
26854,158,33
26855,185,73
26856,187,59
26857,177,30
26858,156,111
26859,157,91
26860,23,8
26861,179,17
26862,143,11
26863,198,35
26864,195,35
26865,199,79
26866,177,93
26867,171,23
26868,196,56
26869,164,102
26870,187,45
26871,165,114
26872,181,74
26873,167,159
26874,236,8
26875,165,110
26876,157,56
26877,204,50
26878,191,76
26879,168,27
26880,88,8
26881,183,20
26882,172,16
26883,162,59
26884,144,48
26885,186,27
26886,167,122
26887,170,51
26888,177,14
26889,152,25
26890,147,28
26891,175,84
26892,172,109
26893,159,69
26894,161,33
26895,177,50
26896,182,39
26897,181,26
26898,162,62
26899,178,41
26900,178,84
26901,159,52
26902,172,29
26903,155,49
26904,186,50
26905,158,93
26906,187,74
26907,172,35
26908,143,64
26909,157,17
26910,148,21
26911,180,42
26912,174,24
26913,166,110
26914,167,100
26915,170,56
26916,156,45
26917,151,25
26918,53,9
26919,206,19
26920,192,68
26921,166,100
26922,169,117
26923,172,8
26924,182,78
26925,184,83
26926,164,43
26927,184,28
26928,151,8
26929,161,56
26930,153,34
26931,169,211
26932,164,50
26933,207,18
26934,154,55
26935,158,208
26936,186,33
26937,133,30
26938,154,47
26939,197,30
26940,145,25
26941,169,42
26942,164,113
26943,195,79
26944,67,8
26945,164,44
26946,165,109
26947,166,106
26948,187,34
26949,187,79
26950,191,18
26951,183,81
26952,21,9
26953,158,97
26954,194,28
26955,153,41
26956,154,102
26957,190,34
26958,168,35
26959,165,99
26960,165,113
26961,164,72
26962,150,60
26963,157,118
26964,161,87
26965,191,19
26966,178,49
26967,174,28
26968,158,82
26969,158,30
26970,178,51
26971,192,33
26972,169,108
26973,177,11
26974,207,14
26975,190,62
26976,158,171
26977,196,82
26978,171,29
26979,162,36
26980,163,18
26981,167,43
26982,167,111
26983,182,16
26984,154,118
26985,161,105
26986,147,30
26987,156,98
26988,150,16
26989,189,72
26990,164,110
26991,160,113
26992,160,21
26993,170,29
26994,186,90
26995,192,85
26996,97,9
26997,168,104
26998,192,76
26999,165,123
27000,161,104
27001,163,117
27002,208,11
27003,154,62
27004,166,58
27005,155,39
27006,190,27
27007,160,87
27008,188,28
27009,159,38
27010,182,54
27011,163,85
27012,193,78
27013,199,32
27014,188,74
27015,159,69
27016,168,65
27017,159,62
27018,167,11
27019,158,25
27020,155,51
27021,171,57
27022,178,91
27023,166,103
27024,71,9
27025,191,10
27026,165,108
27027,201,33
27028,167,105
27029,145,17
27030,185,25
27031,188,39
27032,160,61
27033,173,27
27034,85,9
27035,182,24
27036,189,27
27037,166,22
27038,165,100
27039,155,124
27040,191,19
27041,61,8
27042,156,42
27043,166,21
27044,162,95
27045,184,32
27046,197,27
27047,186,25
27048,161,128
27049,195,71
27050,186,69
27051,163,38
27052,183,54
27053,209,22
27054,171,110
27055,161,77
27056,190,67
27057,175,104
27058,161,131
27059,161,78
27060,174,64
27061,170,111
27062,169,109
27063,175,34
27064,165,30
27065,192,166
27066,160,99
27067,170,69
27068,164,110
27069,191,69
27070,168,67
27071,163,109
27072,55,8
27073,156,110
27074,157,91
27075,160,103
27076,177,77
27077,181,86
27078,188,37
27079,190,24
27080,161,54
27081,170,27
27082,201,19
27083,155,70
27084,195,23
27085,192,69
27086,179,94
